"NTD ID","Legacy NTD ID","Agency Name","Reporter Type","Reporting Module","Mode","TOS","Time Period","Time Service Begins","Time Service Ends","Vehicles/Passenger Cars Operated in Maximum Service","Vehicles/Passenger Cars Available for Maximum Service","Trains in Operation","Vehicles/Passenger Cars in Operation","Actual Vehicles/Passenger Car Miles","Actual Vehicles/Passenger Car Revenue Miles","Actual Vehicle/Passenger Deadhead Miles","Scheduled Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles","Days of Service Operated","Days Not Operated Due to Strikes","Strike Comment","Days Not Operated Due to Emergencies","Emergency Comment","Non-Statutory Mixed Traffic","DRM Mixed Traffic ROW"
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Typical Weekday",1899-12-31 05:00:00,1899-12-31 01:00:00,NA,NA,NA,627,64583,54038,10545,NA,5815,4814,1001,NA,NA,NA,NA,NA,NA,NA,NA,6546,NA,NA,52292,252,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Typical Saturday",1899-12-31 05:00:00,1899-12-31 01:00:00,NA,NA,NA,373,35292,29113,6179,NA,3111,2480,631,NA,NA,NA,NA,NA,NA,NA,NA,3314,NA,NA,25636,55,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Average Typical Sunday",1899-12-31 05:00:00,1899-12-31 01:00:00,NA,NA,NA,311,30994,26480,4514,NA,2725,2175,550,NA,NA,NA,NA,NA,NA,NA,NA,3006,NA,NA,23634,58,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","DR","PT","Annual Total",NA,NA,653,825,NA,NA,19488345,16315237,3173108,NA,1794535,1438886,355649,NA,NA,NA,NA,NA,NA,NA,NA,1955578,1705374,NA,15540423,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Weekday - AM Peak",1899-12-31 06:00:00,1899-12-31 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Weekday - Midday",1899-12-31 09:30:00,1899-12-31 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Weekday - PM Peak",1899-12-31 15:30:00,1899-12-31 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Typical Weekday",1899-12-31 06:00:00,1899-12-31 20:30:00,NA,NA,NA,8,852,821,31,860,81,79,2,NA,NA,NA,NA,NA,NA,NA,NA,5461,NA,NA,44924,250,NA,NA,0,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Typical Saturday",1899-12-31 10:00:00,1899-12-31 18:30:00,NA,NA,NA,2,612,605,7,625,53,49,4,NA,NA,NA,NA,NA,NA,NA,NA,3939,NA,NA,26864,22,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Average Typical Sunday",1899-12-31 10:00:00,1899-12-31 18:30:00,NA,NA,NA,2,600,595,5,605,43,42,1,NA,NA,NA,NA,NA,NA,NA,NA,2068,NA,NA,12225,22,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","FB","PT","Annual Total",NA,NA,9,9,NA,NA,239494,227678,11816,243280,23409,22719,690,NA,NA,NA,NA,NA,NA,NA,NA,1497251,NA,NA,11986627,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Weekday - AM Peak",1899-12-31 06:30:00,1899-12-31 09:30:00,NA,NA,56,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Weekday - Midday",1899-12-31 09:30:00,1899-12-31 15:30:00,NA,NA,42,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Weekday - PM Peak",1899-12-31 15:30:00,1899-12-31 18:29:00,NA,NA,56,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Weekday - Other",NA,NA,NA,NA,42,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Typical Weekday",1899-12-31 05:13:00,1899-12-31 01:00:00,NA,NA,56,336,72868,70751,2117,72894,5089,4873,216,NA,NA,12145,11792,353,848,812,36,539432,NA,NA,1945585,252,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Typical Saturday",1899-12-31 05:13:00,1899-12-31 01:00:00,NA,NA,32,192,52022,51148,874,54882,3280,3159,121,NA,NA,8670,8525,145,547,526,21,273945,NA,NA,961696,55,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Average Typical Sunday",1899-12-31 05:50:00,1899-12-31 01:00:00,NA,NA,28,168,47061,46050,1011,47256,2940,2804,136,NA,NA,7844,7675,169,490,467,23,201560,NA,NA,514132,58,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","HR","DO","Annual Total",NA,NA,336,345,NA,NA,23880609,23313396,567213,24055752,1628212,1564423,63789,NA,NA,3980102,3885566,94536,272181,260737,11444,163515168,NA,NA,576500980,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Weekday - AM Peak",1899-12-31 06:00:00,1899-12-31 09:30:00,NA,NA,81,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Weekday - Midday",1899-12-31 09:30:00,1899-12-31 15:30:00,NA,NA,64,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Weekday - PM Peak",1899-12-31 15:30:00,1899-12-31 18:00:00,NA,NA,86,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Weekday - Other",NA,NA,NA,NA,45,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Typical Weekday",1899-12-31 04:56:00,1899-12-31 01:30:00,NA,NA,86,151,18826,18764,62,19230,2209,2200,9,NA,NA,9270,9250,20,1087,1071,16,177238,NA,NA,440561,252,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Typical Saturday",1899-12-31 04:45:00,1899-12-31 01:24:00,NA,NA,55,106,13429,13400,29,13553,1745,1739,6,NA,NA,7461,7445,16,868,851,17,124537,NA,NA,338260,55,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Average Typical Sunday",1899-12-31 05:20:00,1899-12-31 01:22:00,NA,NA,41,80,9048,9007,41,9276,1006,1001,5,NA,NA,6135,6125,10,714,708,6,83419,NA,NA,215579,58,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","LR","DO","Annual Total",NA,NA,151,219,NA,NA,6025068,5986849,38219,6125105,710252,706032,4220,NA,NA,3100841,3094405,6436,363561,357618,5943,56768835,NA,NA,141734607,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Weekday - AM Peak",1899-12-31 07:00:00,1899-12-31 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Weekday - Midday",1899-12-31 09:00:00,1899-12-31 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Weekday - PM Peak",1899-12-31 16:00:00,1899-12-31 18:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Typical Weekday",1899-12-31 03:20:00,1899-12-31 01:34:00,NA,NA,NA,775,81488,69145,12343,70685,8624,7773,851,NA,NA,NA,NA,NA,NA,NA,NA,340418,NA,NA,885997,252,NA,NA,NA,"Governor declared a state of emergency",NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Typical Saturday",1899-12-31 03:29:00,1899-12-31 01:26:00,NA,NA,NA,354,46378,40802,5576,41603,4849,4532,317,NA,NA,NA,NA,NA,NA,NA,NA,174972,NA,NA,438586,55,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Average Typical Sunday",1899-12-31 03:33:00,1899-12-31 01:33:00,NA,NA,NA,244,29959,26557,3402,26786,3170,2900,270,NA,NA,NA,NA,NA,NA,NA,NA,110358,NA,NA,276060,58,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","DO","Annual Total",NA,NA,775,923,NA,NA,24652773,21180599,3472174,21625306,2623897,2363242,260655,NA,NA,NA,NA,NA,NA,NA,NA,101809480,NA,NA,263405058,NA,NA,NA,NA,NA,NA,1502
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Weekday - AM Peak",1899-12-31 05:00:00,1899-12-31 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Weekday - Midday",1899-12-31 09:00:00,1899-12-31 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Weekday - PM Peak",1899-12-31 14:30:00,1899-12-31 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Typical Weekday",1899-12-31 05:00:00,1899-12-31 01:15:00,NA,NA,NA,8,1401,1378,23,1410,121,119,2,NA,NA,NA,NA,NA,NA,NA,NA,2987,NA,NA,6571,251,NA,NA,0,"SNOW DAY",NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Typical Saturday",1899-12-31 05:00:00,1899-12-31 01:15:00,NA,NA,NA,6,855,697,158,780,57,47,10,NA,NA,NA,NA,NA,NA,NA,NA,1446,NA,NA,3198,53,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Average Typical Sunday",1899-12-31 06:45:00,1899-12-31 01:15:00,NA,NA,NA,4,340,299,41,400,29,26,3,NA,NA,NA,NA,NA,NA,NA,NA,827,NA,NA,1737,58,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","MB","PT","Annual Total",NA,NA,8,12,NA,NA,419797,400947,18850,421420,35309,34081,1228,0,0,NA,NA,NA,NA,NA,NA,881853,NA,NA,1932775,NA,NA,NA,NA,NA,NA,80
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Weekday - AM Peak",1899-12-31 07:00:00,1899-12-31 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Weekday - Midday",1899-12-31 09:00:00,1899-12-31 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Weekday - PM Peak",1899-12-31 16:00:00,1899-12-31 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Typical Weekday",1899-12-31 05:00:00,1899-12-31 01:22:00,NA,NA,NA,34,3212,2998,214,3029,396,380,16,NA,NA,NA,NA,NA,NA,NA,NA,34117,NA,NA,62105,252,NA,NA,0,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Typical Saturday",1899-12-31 04:53:00,1899-12-31 02:54:00,NA,NA,NA,23,2360,2309,51,2316,275,268,7,NA,NA,NA,NA,NA,NA,NA,NA,19077,NA,NA,40268,55,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Average Typical Sunday",1899-12-31 05:53:00,1899-12-31 02:54:00,NA,NA,NA,24,2612,2530,82,2590,287,273,14,NA,NA,NA,NA,NA,NA,NA,NA,15741,NA,NA,36941,58,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","RB","DO","Annual Total",NA,NA,34,56,NA,NA,1086080,1032038,54042,1035677,131669,126329,5340,NA,NA,NA,NA,NA,NA,NA,NA,10540640,NA,NA,19967570,NA,NA,NA,NA,NA,21.9,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Weekday - AM Peak",1899-12-31 07:00:00,1899-12-31 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Weekday - Midday",1899-12-31 09:00:00,1899-12-31 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Weekday - PM Peak",1899-12-31 16:00:00,1899-12-31 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Typical Weekday",1899-12-31 04:41:00,1899-12-31 01:42:00,NA,NA,NA,21,1991,1985,6,2115,231,228,3,NA,NA,NA,NA,NA,NA,NA,NA,9308,NA,NA,20924,252,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Typical Saturday",1899-12-31 04:42:00,1899-12-31 01:42:00,NA,NA,NA,8,1013,1010,3,1305,132,131,1,NA,NA,NA,NA,NA,NA,NA,NA,3702,NA,NA,8864,55,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Average Typical Sunday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10003","1003","Massachusetts Bay Transportation Authority","Full Reporter","Urban","TB","DO","Annual Total",NA,NA,21,28,NA,NA,551676,549870,1806,589015,65529,64758,771,0,0,NA,NA,NA,NA,NA,NA,2570292,NA,NA,5976543,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Typical Weekday",1899-12-31 06:00:00,1899-12-31 21:05:00,NA,NA,NA,43,2569,2301,268,NA,238,223,15,NA,NA,NA,NA,NA,NA,NA,NA,665,NA,NA,3458,250,NA,NA,1,"Snow Emergency",NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Typical Saturday",1899-12-31 07:20:00,1899-12-31 21:15:00,NA,NA,NA,10,1369,1208,161,NA,129,120,9,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,770,55,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Average Typical Sunday",1899-12-31 11:20:00,1899-12-31 18:45:00,NA,NA,NA,4,806,730,76,NA,83,76,7,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,180,30,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","DR","PT","Annual Total",NA,NA,47,56,NA,NA,738368,682990,55378,NA,69856,66499,3357,NA,NA,NA,NA,NA,NA,NA,NA,173094,33326,75498,952827,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Weekday - AM Peak",1899-12-31 04:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Weekday - PM Peak",NA,1899-12-31 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Typical Weekday",1899-12-31 04:50:00,1899-12-31 00:30:00,NA,NA,NA,41,4765,4540,225,4605,388,378,10,NA,NA,NA,NA,NA,NA,NA,NA,9361,NA,NA,60612,250,NA,NA,1,"Snow Emergency Declared by Governor",NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Typical Saturday",1899-12-31 05:05:00,1899-12-31 23:40:00,NA,NA,NA,21,2769,2704,65,2705,217,214,3,NA,NA,NA,NA,NA,NA,NA,NA,3421,NA,NA,26691,55,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Average Typical Sunday",1899-12-31 10:10:00,1899-12-31 19:30:00,NA,NA,NA,10,1256,1065,191,1067,83,73,10,NA,NA,NA,NA,NA,NA,NA,NA,2120,NA,NA,13858,53,NA,NA,NA,NA,NA,NA
"10004","1004","Brockton Area Transit Authority","Full Reporter","Urban","MB","PT","Annual Total",NA,NA,44,48,NA,NA,1384963,1315345,69618,1389563,110300,107023,3277,0,0,NA,NA,NA,NA,NA,NA,2659314,NA,NA,17883887,NA,NA,NA,NA,NA,NA,421
"10005","1005","Lowell Regional Transit Authority","Full Reporter","Urban","DR","DO","Average Weekday - AM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10005","1005","Lowell Regional Transit Authority","Full Reporter","Urban","DR","DO","Average Weekday - Midday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10005","1005","Lowell Regional Transit Authority","Full Reporter","Urban","DR","DO","Average Weekday - PM Peak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10005","1005","Lowell Regional Transit Authority","Full Reporter","Urban","DR","DO","Average Weekday - Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10005","1005","Lowell Regional Transit Authority","Full Reporter","Urban","DR","DO","Average Typical Weekday",1899-12-31 08:00:00,1899-12-31 16:00:00,NA,NA,NA,19,1051,925,126,NA,100,92,8,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,1399,248,NA,NA,1,"Snow Emergency",NA,NA
"10005","1005","Lowell Regional Transit Authority","Full Reporter","Urban","DR","DO","Average Typical Saturday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
